time,/Bed-1.In.MoleFlow,/Bed-1.In.P,/Bed-1.In.MoleFlows.HYDROGEN_SULFIDE,/Bed-1.Out.T,/Bed-1.Out.MoleFlow,/Bed-2.In.MoleFlow,/Bed-2.In.MoleFlows.HYDROGEN_SULFIDE,/CRF1.In.MoleFlow,/CRF1.In.T,/CRF1.In.P,/Tail_Gas.In.MoleFlow,/Sep1.In.P,/Sep2.In.P,/Sep3.In.P,/Tail_Gas.In.T
s,kmol/h,kPa,kmol/h,C,kmol/h,kmol/h,kmol/h,kmol/h,C,kPa,kmol/h,kPa,kPa,kPa,C
20,2106.06297,290.2138007,197.7271753,410.0240965,2070.128481,2028.716372,235.4731744,2010.742407,33.94376348,295.6792939,2011.66017,348.5945295,318.3633436,295.6792939,159
21,2109.820793,290.3395144,197.6159476,410.2001469,2073.051493,2032.470076,235.3758588,2015.193317,33.99610823,295.7889383,2015.295683,348.7981892,318.5857766,295.7889383,159
22,2110.051879,290.4346648,197.6375922,410.2001469,2073.419568,2033.666956,235.5144669,2017.525952,34.01515449,295.8920993,2016.696019,348.9804471,318.7684519,295.8920993,159
23,2109.981299,290.4647401,197.6309813,410.2001469,2073.449577,2034.269258,235.5842182,2020.190424,34.02833645,295.9388403,2017.377959,349.1216161,318.9070347,295.9388403,159
24,2107.185215,290.2024547,197.3690866,410.2001469,2071.015231,2033.237712,235.4647571,2026.706278,34.03034095,295.7327931,2016.517394,349.1595618,318.9418076,295.7327931,159
25,2048.397859,284.3631539,191.8627806,410.2001469,2018.874398,2004.550592,232.1425653,2117.859616,33.99819788,290.8572552,1990.67441,347.8351363,317.5938342,290.8572552,159
26,2073.557429,286.3037062,194.6810815,409.9930009,2037.292037,2001.091202,232.2888308,2062.477795,33.43716219,291.957656,1984.994345,347.417599,316.9654816,291.957656,159
27,2085.157795,287.504755,195.7702106,409.9930009,2048.829346,2006.457919,232.911805,2033.778553,33.50239832,293.0341856,1989.308321,347.2656361,316.8348063,293.0341856,159
28,2091.814431,288.3962613,196.3951854,409.9930009,2055.734281,2012.397402,233.6012667,2017.996083,33.67079926,293.8796043,1995.095095,347.3780081,316.9887643,293.8796043,159
29,2096.36942,289.0850828,196.8228418,409.9930009,2060.531195,2017.663063,234.2125103,2010.042322,33.79933855,294.5485723,2000.435938,347.6279551,317.2898504,294.5485723,159
30,2099.997553,289.6472241,197.1634781,409.9930009,2064.337584,2022.134821,234.7315968,2006.170128,33.89511571,295.1038605,2005.013605,347.9590577,317.6591433,295.1038605,159
31,2105.163601,289.7990392,196.9642474,410.2353772,2068.352208,2027.20246,234.604621,2011.89109,33.97139087,295.2345037,2009.90201,348.2268212,317.9506355,295.2345037,159
32,2105.508093,289.927893,196.9964788,410.2353772,2068.863384,2028.798534,234.7893318,2014.8686,33.99270618,295.3716562,2011.772544,348.4643023,318.1906189,295.3716562,159
33,2105.69214,289.9953779,197.0136988,410.2353772,2069.150268,2029.735354,234.8977484,2017.913637,34.00665992,295.4565562,2012.801745,348.6535751,318.37949,295.4565562,159
34,2103.154811,289.7684394,196.7763001,410.2353772,2066.97852,2028.997641,234.8123742,2024.67535,34.01436669,295.2875103,2012.238285,348.7363405,318.4592943,295.2875103,159
35,2095.940861,289.0001216,196.5777411,410.1268276,2060.885153,2025.797917,234.8332157,2038.678002,33.95017646,294.6518016,2009.438239,348.6693176,318.3649219,294.6518016,159
36,2100.789745,289.3239397,197.0325166,410.1268276,2064.507928,2026.120257,234.8705817,2030.881648,33.90428277,294.8509211,2009.363171,348.6481092,318.3224516,294.8509211,159
37,2104.298199,289.6901966,197.3615736,410.1268276,2067.840266,2027.973965,235.0854661,2024.405137,33.91997326,295.1747828,2011.010333,348.6883703,318.3857647,295.1747828,159
38,2106.844674,290.0141248,197.6004068,410.1268276,2070.40052,2030.148943,235.3375924,2020.407913,33.95707227,295.481659,2013.12859,348.7910164,318.5171931,295.481659,159
39,2108.864983,290.2944845,197.7898911,410.1268276,2072.467376,2032.237825,235.5797384,2018.214267,33.9964478,295.7549696,2015.220106,348.9331483,318.6857999,295.7549696,159
40,2110.8712,290.4750283,197.8558352,410.1486997,2074.280934,2034.255056,235.7625374,2018.480527,34.02663873,295.9322157,2017.235007,349.074814,318.8519087,295.9322157,159
41,2111.531315,290.5991512,197.917709,410.1486997,2075.030743,2035.452521,235.9013192,2019.341696,34.0456545,296.0633371,2018.543558,349.2100287,319.0028332,296.0633371,159
42,2111.613794,290.6458569,197.9254399,410.1486997,2075.219165,2036.11687,235.9783147,2021.17296,34.05677772,296.1246158,2019.269798,349.3193994,319.1229191,296.1246158,159
43,2108.94455,290.3998426,197.6752468,410.1486997,2072.911248,2035.177613,235.8694583,2027.112163,34.05943918,295.9322202,2018.496514,349.3403963,319.1481932,295.9322202,159
44,2100.76915,289.5815123,197.0230997,410.1227343,2065.670204,2031.362086,235.5322443,2041.09597,33.99062263,295.2450925,2015.151695,349.2084017,319.0013761,295.2450925,159
45,2105.693247,289.8810227,197.4849119,410.1227343,2069.327635,2031.232794,235.5172532,2032.779434,33.94378906,295.4150494,2014.509443,349.1533523,318.9140736,295.4150494,159
46,2108.995997,290.2130952,197.7946642,410.1227343,2072.453503,2032.746988,235.6928208,2026.059805,33.95171197,295.7050735,2015.795268,349.1571034,318.9369083,295.7050735,159
47,2111.267306,290.5000027,198.0076815,410.1227343,2074.739092,2034.617837,235.9097419,2021.988632,33.98402544,295.974925,2017.606363,349.2284496,319.0300074,295.974925,159
48,2113.016625,290.7446355,198.1717435,410.1227343,2076.532779,2036.423582,236.1191143,2019.662719,34.01923163,296.2123097,2019.415078,349.3397548,319.1621364,296.2123097,159
49,2114.452044,290.890545,198.2542657,410.1468978,2077.818501,2037.832292,236.2021896,2019.96263,34.04469447,296.3548305,2020.81146,349.4533253,319.2934232,296.3548305,159
50,2114.865496,290.9853002,198.2930316,410.1468978,2078.324357,2038.829038,236.317721,2020.710289,34.05973649,296.455929,2021.950989,349.5612178,319.4120745,296.455929,159
51,2114.77658,291.0085093,198.2846948,410.1468978,2078.335532,2039.314347,236.3739725,2022.3753,34.06685156,296.4926436,2022.500263,349.6454111,319.5032514,296.4926436,159
52,2112.133547,290.7590374,198.0368799,410.1468978,2076.029747,2038.296707,236.2560193,2027.885421,34.06606614,296.2932251,2021.639146,349.6473625,319.507004,296.2932251,159
53,2103.653067,289.9181712,197.3185277,410.1234737,2068.529948,2034.365949,235.8829036,2041.921295,33.99383892,295.5847004,2018.204918,349.4938692,319.339614,295.5847004,159
54,2108.50804,290.2026933,197.7739146,410.1234737,2072.106859,2034.088365,235.8507181,2033.490202,33.94666066,295.7388777,2017.365398,349.4283299,319.2339293,295.7388777,159
55,2111.636296,290.5126778,198.0673389,410.1234737,2075.064209,2035.434486,236.0067996,2026.779356,33.95174897,296.0082186,2018.481052,349.417255,319.2386252,296.0082186,159
56,2113.706429,290.7745304,198.2615133,410.1234737,2077.152333,2037.123375,236.2026247,2022.844196,33.98287654,296.2533362,2020.112782,349.4735882,319.3125384,296.2533362,159
57,2115.290486,290.9970326,198.4100947,410.1234737,2078.777701,2038.757608,236.3921126,2020.546105,34.01588097,296.46889,2021.750436,349.5690069,319.4255786,296.46889,159
58,2116.525878,291.1249104,198.4610908,410.1476047,2079.878556,2040.019564,236.4499923,2020.825907,34.04132768,296.5931357,2023.013855,349.6754749,319.5388506,296.5931357,159
59,2116.848344,291.2043674,198.4913276,410.1476047,2080.288052,2040.871176,236.548699,2021.504943,34.05286937,296.6785849,2023.980198,349.7582961,319.6409717,296.6785849,159
60,2116.697271,291.2172327,198.4771619,410.1476047,2080.229706,2041.24872,236.5924585,2023.063316,34.05858122,296.7041198,2024.416532,349.8338862,319.7179213,296.7041198,159
61,2114.209209,290.9804484,198.2438628,410.1476047,2078.050486,2040.251319,236.4768539,2028.135211,34.05678857,296.5133509,2023.563586,349.8304843,319.7147456,296.5133509,159
62,2105.76007,290.150722,197.5239628,410.1260881,2070.579858,2036.277048,236.0955969,2041.900245,33.98673735,295.8141499,2020.071647,349.6743378,319.5449985,295.8141499,159
63,2110.469921,290.4252644,197.965755,410.1260881,2074.035265,2035.979757,236.0611275,2033.599565,33.94087487,295.9605801,2019.244237,349.6062029,319.4362571,295.9605801,159
64,2113.419277,290.7171586,198.2424097,410.1260881,2076.826674,2037.234516,236.2066102,2027.124436,33.94522744,296.2138034,2020.279844,349.5896878,319.4345152,296.2138034,159
65,2115.352248,290.9620722,198.4237257,410.1260881,2078.778356,2038.811046,236.3894006,2023.337315,33.9756937,296.442943,2021.802827,349.6388649,319.4996512,296.442943,159
66,2116.815041,291.1685383,198.5609383,410.1260881,2080.281843,2040.329484,236.5654556,2021.151827,34.00726581,296.6427814,2023.325572,349.724652,319.6023435,296.6427814,159
67,2117.928891,291.2848676,198.599424,410.1496632,2081.273037,2041.488603,236.6152384,2021.409843,34.02953587,296.7556183,2024.489217,349.8137026,319.7054195,296.7556183,159
68,2118.202601,291.3556076,198.6250899,410.1496632,2081.628533,2042.257736,236.7043835,2022.065882,34.04178463,296.8321016,2025.361264,349.8982554,319.798143,296.8321016,159
69,2118.029206,291.3636831,198.6088306,410.1496632,2081.542305,2042.580762,236.7418232,2023.535088,34.04659803,296.8521422,2025.739446,349.9597679,319.8672392,296.8521422,159
70,2115.735028,291.1446076,198.3937042,410.1496632,2079.529534,2041.648481,236.6337687,2028.191839,34.04438704,296.6751279,2024.939482,349.9498731,319.8628334,296.6751279,159
71,2108.135088,290.3961835,197.7480454,410.1302719,2072.798312,2038.023923,236.287468,2040.59763,33.98188386,296.0429973,2021.742737,349.813851,319.707678,296.0429973,159
72,2112.417709,290.6487326,198.1497653,410.1302719,2075.953136,2037.787294,236.2600334,2033.002324,33.93992686,296.1799786,2021.032031,349.7528198,319.6103133,296.1799786,159
73,2115.095434,290.9150889,198.4009423,410.1302719,2078.490725,2038.944706,236.3942232,2027.122873,33.94498942,296.411497,2021.992808,349.7400805,319.6102888,296.411497,159
74,2116.85588,291.1386567,198.5660763,410.1302719,2080.268816,2040.388133,236.5615734,2023.70267,33.97491507,296.6207983,2023.388511,349.7910574,319.670962,296.6207983,159
75,2118.194242,291.3275614,198.6916178,410.1302719,2081.644011,2041.777913,236.7227037,2021.708153,34.0026652,296.8036633,2024.782384,349.8641092,319.7657358,296.8036633,159
76,2119.215147,291.4334557,198.7228513,410.1522021,2082.552161,2042.848727,236.7669699,2021.96482,34.02310369,296.9064763,2025.857565,349.9481924,319.8605292,296.9064763,159
77,2119.455368,291.4968295,198.7453774,410.1522021,2082.868299,2043.542857,236.8474197,2022.595708,34.03419663,296.975332,2026.643801,350.026055,319.9454116,296.975332,159
78,2119.28003,291.5022046,198.7289355,410.1522021,2082.773512,2043.825109,236.8801328,2023.977026,34.03910012,296.9918907,2026.976723,350.0856506,320.0081773,296.9918907,159
79,2117.277049,291.3107707,198.5411122,410.1522021,2081.015024,2043.011194,236.7857998,2028.09566,34.03757951,296.8372609,2026.278557,350.0840521,320.0059775,296.8372609,159
